,Reviewer Name,Review Rate,Review Time,Review Comment
2757,Hien PT,1 sao,một năm trước,"Lầu 1 máy lạnh hôi gas. Vệ sinh kém, bàn ghế không lau."
2758,Lành Trần Văn,4 sao,3 năm trước,"Pha cafe chuẩn, ngon hơn nhiều quán trong khu vực. Diện tích hơi nhỏ nên hay hết chỗ."
2759,Phương Nam Dương,4 sao,một năm trước,"Quán ok, không quá đông, nhân viên nhiệt tình"
2760,Nguyen Lam,2 sao,3 năm trước,"Sáng nay pha Americano tệ quá :(
Dện chật tay rồi cứ để nước chảy trực tiếp đến khi đầy ly nên cafe bị khét."
2761,Ryu Min,4 sao,một năm trước,"Nhân viên thân thiện , chỗ ngồi thoải mái , nước ok"
2762,Ngao Ngao Vương,4 sao,2 năm trước,Phục vụ hơi chậm và thiếu cách sắp xếp hợp lý khi lượng shipper đông
2763,Ái Vy,5 sao,một năm trước,Thức uống ngon
2764,Hieu Nguyen,4 sao,6 tháng trước,Highlands Coffee luôn keo lì hoho
2765,Review Daily,4 sao,một năm trước,"Nhân viên nhiệt tình, dễ thương. không gian thoáng."
2766,Ý Lê,3 sao,5 tháng trước,Ổn áp
2767,Vu Ho,1 sao,một năm trước,Bịch với ly bảo quản ko tốt .dễ rơi rớt
2768,Nam Đặng,5 sao,2 năm trước,Cafe rất ngon
2769,Trang Nguyễn,5 sao,một năm trước,Những chiếc nón dễ thương
2770,fais,2 sao,3 năm trước,Lầu 1 quá nóng. Ngộp. Đèn chói
2771,Nguyên Ngô Thái Vinh,4 sao,một năm trước,Luôn là nơi cafe mình yêu thích
2772,Minh Tan Tran,4 sao,2 năm trước,"Mọi thứ đều ok. Nhưng view còn đơn xơ, chưa đẹp"
2773,Ruth Leo “Southpaw”,4 sao,3 năm trước,Quán ok
2774,Hùng Lê,4 sao,2 năm trước,Mát mẻ. Rộng rãi
2775,Tran Thuong,2 sao,một năm trước,"Nghỉ sớm, mở máy lạnh quá lạnh về muốn cảm lạnh, không muốn ghé nữa."
2776,Hien aseanwindow,4 sao,3 năm trước,Không gian thoải mái ..good
2777,Cường Nguyễn,5 sao,2 năm trước,"Quán lịch sử trang trọng , đồ uống ngon."
2778,Khánh Tây Ninh Crowd 1,5 sao,3 năm trước,Địa điểm thật lý tưởng
2779,Akats Jun,1 sao,2 năm trước,"Nhân viên thu lại hoá đơn, không cho chơi boardgame!."
2780,Tung Pham Minh,4 sao,11 tháng trước,Cafe ngon quán hơi nhỏ
2781,BaKien Doan,4 sao,7 tháng trước,Sạch sẽ:)
2782,Anh Phan,1 sao,2 năm trước,Order quá chậm. Mặc dù nhân viên đông
2783,Khanh Mai,4 sao,2 năm trước,"Tốt, hơi ồn tí."
2784,Biển Nomad,5 sao,2 năm trước,"Phục vụ chuyên nghiệp. Café ngon
Sạch sẽ."
2785,Thanh Le,5 sao,3 năm trước,Phục vụ nhanh
2786,Huỳnh Thế Cường,5 sao,một năm trước,"Ok, thích hợp để thư giãn."
2787,Đức Minh,1 sao,3 năm trước,Không có ổ điện nào có điện hết trơn :/
2788,Thịnh Trần Hữu,5 sao,một năm trước,"Đồ uống phong phú, thương hiệu mạnh."
2789,Terynguyen84 Nguyễn,5 sao,một năm trước,Tương đối quá tuyệt
2790,Đức Trịnh,4 sao,2 năm trước,Sạch đẹp. Có sân thượng mát mẻ
2791,Châu Gia Ngân,5 sao,2 năm trước,"Chỗ ngồi view khá đẹp, sạch sẽ"
2792,Ngọc Huy Offical,5 sao,2 năm trước,cafe ở đây rất ngon tôi rất thích
2793,Ellen Truong,5 sao,9 tháng trước,Rất tốt
2794,Nguyen Chanh,4 sao,2 năm trước,"Thoải mái, thân thiện"
2795,Lê Trọng Khôi Triệu,4 sao,2 năm trước,Hơi nhỏ nha. Mà thức uống vẫn chuẩn.
2796,MINH NGOC VO,4 sao,10 tháng trước,Sạch đẹp
2797,Linh Hồ,5 sao,3 năm trước,View đẹp
2798,Thế Cường Vi,5 sao,2 năm trước,Babashop.vn đả ở đây
2799,Từ Đức Minh,5 sao,một năm trước,Không gian đẹp
2800,Hai Nguyen,5 sao,3 năm trước,dịch vu tot
2801,nguyenquangvinh Nguyen,5 sao,một năm trước,Thoáng mát lịch sự
2802,GIA THỊNH VÕ,5 sao,11 tháng trước,Xuất sắc
2803,Nguyễn Thành Thịnh,5 sao,một năm trước,Phục vụ tốt
2804,sheng Jun,3 sao,8 tháng trước,Tạm dc
2805,Nguyễn Tài,5 sao,9 tháng trước,"Quán rộng, mát"
2806,TaI Hung,1 sao,2 năm trước,Thái độ nhân viên tệ
2807,Le Truong Khanh Dung (Jamie),5 sao,2 năm trước,Rất yêu
2808,Phong Đinh,1 sao,2 năm trước,Nhân viên quá tệ
2809,Hac Trang,5 sao,một năm trước,Cafe trà ngon
2810,Lộc Nguyen Tien,1 sao,2 năm trước,Nhân viên khó ưa
2811,Trần Chiến,5 sao,3 năm trước,rất oki
2812,thuc hi,5 sao,2 năm trước,Quán ấm cúng
2813,DŨNG BÙI,5 sao,2 năm trước,Rất tốt
2814,Maivanthao Maivanthao,4 sao,2 năm trước,Thật tuyệt vời.
2815,Trần Tiểu Bình,5 sao,3 năm trước,View đẹp
2816,Huy Hoàng,5 sao,một năm trước,Thuận tiện
2817,tattoo FACO,5 sao,3 năm trước,wifi?
2818,Binh Nguyen,4 sao,một năm trước,Tốt
2819,Coffee Sâm Mầm Trà Sữa Mr Kang,2 sao,3 năm trước,Ổn
2820,dat nguyen,5 sao,8 tháng trước,N/A
2821,Jackie Trac,1 sao,3 ngày trước,"Có một trải nghiệm khủng khiếp ở đây ngày hôm nay. Nhân viên không thân thiện với thái độ không hiếu khách. Đồ uống có vị ổn. Tôi đã gọi một ly Sôcôla đông lạnh, hỗn hợp này bị đổ quá mức đến mức tràn ra khỏi cốc, có lẽ đó không phải là v …"
2822,Ήοανγ Υεν,4 sao,9 tháng trước,"Có cà phê hàng đầu Việt Nam, có bánh ngọt và trà ngoài …"
2823,Clarisse Dnlt,5 sao,3 năm trước,"Nơi rất đẹp với 2 tầng. Các nhân viên rất tốt đặc biệt là những người bảo vệ! Và cà phê cappuccino thực sự tốt.
Nơi và nhà vệ sinh rất sạch sẽ."
2824,Thành Tuấn,5 sao,3 tháng trước,Đư …
2825,Van Nguyen,4 sao,3 năm trước,Cà phê ngon ngay ngã tư d10.
2826,Han Dinh,2 sao,một năm trước,"Tôi thấy bài giảm giá nhưng tôi không nhớ làm thế nào để áp dụng chúng. Tôi có hỏi nhân viên thì họ bảo không biết và không nói gì thêm. Tôi thực sự không thích thái độ đó. Kinda cảm thấy khó chịu. Và tôi nghĩ họ sẽ phải cải thiện nhà vệ sinh của mình, nó không an toàn cho phụ nữ, chỉ là …"
2827,George Oakley,4 sao,6 tháng trước,"Đồ uống ngon.
Dịch vụ vô dụng (họ không dọn bàn bẩn)"
2828,Chuyên gia ISMS Quang - ISMS,5 sao,2 năm trước,"Nơi rất đẹp với 2 tầng.
Các nhân viên rất tốt đặc biệt là những người bảo vệ!
Và cà phê cappuccino thực sự tốt.
Nơi và nhà vệ sinh rất sạch sẽ."
2829,Maria Jason,3 sao,3 tuần trước,Không sao …
2830,Abas Pillai,1 sao,3 năm trước,là nơi tuyệt vời để thư giãn và u …
2831,hong phong,5 sao,một năm trước,Đư …
2832,Pham Phuong Thao,5 sao,3 tháng trước,Yêu nó
2833,Anh Chuong Dang Vu,5 sao,11 tháng trước,N/A
2834,Truong Tuan,4 sao,một năm trước,Có một không gian Rooftop sooooooo Chil …
2835,Cao Tiến Hồ (Top Wine Consultant),5 sao,11 tháng trước,Đư …
2836,Andy Hoang,5 sao,một năm trước,N/A
2837,Tân Trần,5 sao,3 tháng trước,N/A
2838,KHÁNH VI BS,5 sao,4 tháng trước,N/A
2839,Thanh Van,4 sao,2 năm trước,Tốt!
2840,Ngoc Hoang,4 sao,5 tháng trước,N/A
2841,Cẩm Tiên,5 sao,6 tháng trước,N/A
2842,Bình Nguyễn Thanh,5 sao,5 tháng trước,N/A
2843,Justin Chew,5 sao,6 tháng trước,N/A
2844,Nguyễn Trudy,5 sao,7 tháng trước,N/A
2845,Lang Thang TV,4 sao,6 tháng trước,N/A
2846,PKĐK BÌNH MINH,4 sao,6 tháng trước,N/A
2847,Thành Luân Đặng Vũ,4 sao,7 tháng trước,N/A
2848,Mỹ Tú Tưởng Lê,4 sao,8 tháng trước,N/A
2849,Xuan Hau Cao,4 sao,8 tháng trước,N/A
2850,Dinh dinh do,5 sao,8 tháng trước,N/A
2851,Tam Dinh,3 sao,8 tháng trước,N/A
2852,Trần Thành Tuân,5 sao,một năm trước,Cho …
2853,Chau Ngoc Linh,4 sao,9 tháng trước,N/A
2854,Hoang Phuc,5 sao,10 tháng trước,N/A
2855,Phạm Minh Tâm,4 sao,11 tháng trước,N/A
2856,Nic Nguyen,3 sao,11 tháng trước,N/A
2857,Bui Anh Dung,4 sao,một năm trước,N/A
2858,Kiêu Nguyễn Bá,4 sao,một năm trước,N/A
2859,Mạnh Viết,4 sao,một năm trước,N/A
2860,Hậu Nguyễn,5 sao,một năm trước,Đư …
2861,tuan nguyen,3 sao,một năm trước,N/A
2862,Giao Nguyen,4 sao,một năm trước,N/A
2863,Nhut Nguyen Dang Minh,5 sao,một năm trước,N/A
2864,Minh Duc Ta,5 sao,một năm trước,N/A
2865,Man Tran Minh,4 sao,2 năm trước,Địa điểm đ …
2866,lập trần,5 sao,một năm trước,Tốt
2867,Thọ Nguyễn,5 sao,2 năm trước,Đư …
2868,Cty Đoàn Hưng Phát,5 sao,2 năm trước,N/A
2869,phương quang lê,2 sao,2 năm trước,N/A
2870,ERA _LARALand,4 sao,2 năm trước,N/A
2871,Le Duy,5 sao,một năm trước,N/A
2872,Máy pha Cà phê,4 sao,một năm trước,N/A
2873,hai nguyen thien,5 sao,2 năm trước,N/A
2874,An TTTM,4 sao,2 năm trước,N/A
2875,Cuong Nguyen,4 sao,2 năm trước,N/A
2876,Hiệu Võ Chánh,5 sao,3 tháng trước,N/A
2877,Phat nguyen huu,5 sao,3 tuần trước,N/A
2878,HOA NGUYEN,4 sao,2 năm trước,N/A
2879,hùng giang minh,5 sao,một năm trước,N/A
2880,Dũng Trần,5 sao,một năm trước,N/A
2881,Justin,4 sao,3 tuần trước,N/A
2882,thanhtan nguyen,4 sao,5 tháng trước,N/A
2883,Cường Nguyễn Văn,5 sao,2 năm trước,N/A
2884,D N T (NTD Official),5 sao,một tháng trước,N/A
2885,Chau Phan,4 sao,2 năm trước,N/A
2886,HPT Deaf Tour In Viet Nam,2 sao,một năm trước,Đư …
2887,Ngọc Như,5 sao,5 tháng trước,N/A
2888,Phương NHH,2 sao,8 tháng trước,N/A
2889,Tiến Lê,4 sao,một năm trước,N/A
2890,Duy Luan,4 sao,2 năm trước,N/A
2891,Lana Lana,5 sao,6 tháng trước,N/A
2892,mai thu,3 sao,2 năm trước,N/A
2893,Cường Nguyễn,5 sao,2 năm trước,N/A
2894,Tung Vo,5 sao,2 năm trước,N/A
2895,Mạnh Cường Nguyễn,3 sao,2 năm trước,N/A
2896,Bach Tham,4 sao,7 tháng trước,N/A
2897,Thang Le Trong,4 sao,một năm trước,N/A
2898,Nano,4 sao,một tuần trước,N/A
2899,XUKA Massage,5 sao,2 năm trước,N/A
2900,Thanh Tùng,5 sao,2 năm trước,N/A
2901,Jay Tse,5 sao,2 năm trước,N/A
2902,dung kieu,5 sao,11 tháng trước,N/A
2903,Cuong Tran,5 sao,2 năm trước,N/A
2904,Phúc Phan,4 sao,3 tháng trước,N/A
2905,Đỗ Thị Cẩm Việt,5 sao,10 tháng trước,N/A
2906,Chhan Kosal,5 sao,một năm trước,N/A
2907,Phương Nguyễn Hữu,2 sao,8 tháng trước,N/A
2908,Quang Tân Vòng,1 sao,3 tuần trước,N/A
2909,Tuấn Trình anh,5 sao,11 tháng trước,N/A
2910,Trúc Hoàng,4 sao,2 năm trước,N/A
2911,Nghi Nguyen,5 sao,2 năm trước,N/A
2912,Thông Cổ Kim,3 sao,6 tháng trước,N/A
2913,Đạt Nguyễn,5 sao,một năm trước,N/A
2914,NTV,4 sao,2 tuần trước,N/A
2915,Nguyễn Hiếu Tài,5 sao,một năm trước,N/A
2916,Đức Anh,5 sao,một tháng trước,N/A
2917,Tri Tran Nhat,3 sao,một năm trước,N/A
2918,Hùng tý nhỏ,1 sao,7 tháng trước,N/A
2919,Nguyên Lê Ngọc,4 sao,một năm trước,N/A
2920,filter oil huyauto,4 sao,2 năm trước,N/A
2921,Terra Nissan,5 sao,một năm trước,Tốt
2922,Bảo Lê,5 sao,3 tháng trước,N/A
2923,Phung Voong kim,5 sao,8 tháng trước,N/A
2924,Đặng Đức Thiện,4 sao,11 tháng trước,N/A
2925,THÀNH M NGUYỄN TRẦN,4 sao,một năm trước,N/A
2926,Ms. Hana,5 sao,2 năm trước,N/A
2927,Maximus,5 sao,một năm trước,N/A
2928,Kim Hoang,5 sao,2 năm trước,N/A
2929,Erikviet Truong,5 sao,10 tháng trước,N/A
2930,Giang Nguyen,5 sao,một năm trước,N/A
2931,Đình Chương Nguyễn,1 sao,7 tháng trước,N/A
2932,Duong Suong,4 sao,4 tháng trước,N/A
2933,Ngọc Thơm Dương,3 sao,một năm trước,N/A
2934,Nam Ly,5 sao,5 tháng trước,N/A
2935,Tung Nguyen,5 sao,2 năm trước,N/A
2936,Nguyễn Thái Điền,5 sao,2 năm trước,Tốt
2937,hao anh,4 sao,2 năm trước,N/A
2938,Huynh Yen,5 sao,một năm trước,N/A
2939,Gia Lâm Trịnh,1 sao,11 tháng trước,N/A
2940,lâm nguyễn,4 sao,2 năm trước,N/A
2941,Thế Giới Muôn Màu,4 sao,2 năm trước,N/A
2942,Don Kira,5 sao,một năm trước,N/A
2943,Loan Nguyen Ngoc,5 sao,một năm trước,Đư …
2944,Binh Nguyen Thanh,4 sao,2 năm trước,N/A
2945,Nguyễn Chánh,4 sao,2 năm trước,N/A
2946,Minh Phuc Hoang,4 sao,2 năm trước,N/A
2947,Nhân Đinh,4 sao,một năm trước,N/A
2948,tran ngoc linh trieu,5 sao,2 năm trước,N/A
2949,linh phuong,5 sao,5 tháng trước,N/A
2950,Tu Quan,1 sao,2 năm trước,N/A
2951,Shop Hector,5 sao,một năm trước,N/A
2952,Hạnh Nguyễn Đức,5 sao,2 năm trước,Đư …
2953,Nhut Nguyen,4 sao,2 năm trước,N/A
2954,Thịnh Vương Đức,5 sao,5 tháng trước,N/A
2955,Kha Ton,5 sao,8 tháng trước,N/A
2956,Y Truong ngoc nhu,4 sao,4 tháng trước,N/A
2957,Peter-Kha Ton,5 sao,8 tháng trước,N/A
2958,Xuân Thành Trần,3 sao,2 năm trước,N/A
2959,CuxxxTủn Cu,5 sao,2 năm trước,N/A
2960,Chung Huynh L.,4 sao,8 tháng trước,N/A
2961,Năng Hưng,5 sao,2 năm trước,N/A
2962,Hiếu Huỳnh Trung,5 sao,2 năm trước,N/A
2963,Anh Tuấn Phạm,4 sao,10 tháng trước,N/A
2964,Duc Nguyen,3 sao,6 tháng trước,N/A
2965,Khoa Do,4 sao,2 năm trước,N/A
2966,nguyễn lê trọng,5 sao,2 năm trước,N/A
2967,Trần Thiên Trang Phạm,5 sao,một năm trước,N/A
2968,Dung Lương,5 sao,3 tháng trước,N/A
2969,nguyen Henry,4 sao,2 năm trước,N/A
2970,Mỹ Lý Nguyễn Thị,5 sao,một năm trước,N/A
2971,Long Pham,3 sao,một năm trước,N/A
2972,Cung Nguyen,4 sao,2 năm trước,N/A
2973,Nguyệt Anh Phan,5 sao,2 năm trước,N/A
2974,Dương Thùy,5 sao,2 năm trước,N/A
2975,Hieu Thanh,5 sao,2 năm trước,N/A
2976,Tấn Lê,5 sao,2 năm trước,N/A
2977,levan tri,5 sao,một năm trước,N/A
2978,Anhtuan Bui,4 sao,2 tháng trước,N/A
2979,Phước Lộc Diệp,4 sao,một năm trước,N/A
2980,Be.Y Store,4 sao,2 năm trước,N/A
2981,Tuấn Anh Trần,5 sao,một năm trước,N/A
2982,Helen Chinn,5 sao,4 tháng trước,N/A
2983,Vu Tran,3 sao,một năm trước,N/A
2984,Phu Lee,5 sao,một năm trước,N/A
2985,Try Ez (Đỗ Trí),5 sao,một năm trước,N/A
2986,HongMai Chau,5 sao,10 tháng trước,N/A
2987,Do Cong Toan,5 sao,một năm trước,N/A
2988,Lien Chi Tran,5 sao,2 tuần trước,N/A
2989,Thang Cao,5 sao,3 năm trước,N/A
2990,Danyjaa,5 sao,3 năm trước,N/A
2991,Nobita Rùa,4 sao,3 năm trước,N/A
2992,Phat Luu Gia,5 sao,3 năm trước,N/A
2993,Minh Trieu Lam Nguyen,4 sao,3 năm trước,N/A
2994,Việt Dũng Nguyễn,5 sao,3 năm trước,N/A
2995,Thoa Cao Thi Châu,2 sao,3 năm trước,N/A
2996,thang nguyen,5 sao,3 năm trước,N/A
2997,Luân Vũ,5 sao,3 năm trước,N/A
2998,Hong Xuyen,3 sao,3 năm trước,N/A
2999,Khôi Nguyễn,4 sao,2 năm trước,N/A
3000,Thanh Tu Dao,4 sao,2 năm trước,N/A
3001,Nguyễn Thị Khánh Nhi,5 sao,2 năm trước,N/A
3002,Tran Vo,5 sao,2 năm trước,N/A
3003,CT LÊ,5 sao,2 năm trước,N/A
3004,trinh vi,5 sao,2 năm trước,N/A
3005,Nghia Nguyen,5 sao,2 năm trước,N/A
3006,quang huy nguyen,4 sao,2 năm trước,N/A
3007,Bảo Ngọc Ngô Lâm,4 sao,2 năm trước,N/A
3008,Nguyễn Quốc Nhu,3 sao,3 năm trước,N/A
3009,Anh Tuấn Trần,4 sao,3 năm trước,N/A
3010,Bạch Anh,4 sao,2 năm trước,N/A
3011,Cuong Vochi,5 sao,3 năm trước,N/A
3012,Ngocyen Ngocyen,4 sao,3 năm trước,N/A
3013,Itachi Uchiha,3 sao,3 năm trước,N/A
3014,TONY DOAN,4 sao,3 năm trước,N/A
3015,Quang Buu Ho,5 sao,2 năm trước,N/A
3016,Danny Mai,3 sao,2 năm trước,N/A
3017,Quỳnh Nguyễn,4 sao,2 năm trước,N/A
3018,Thuy Do,3 sao,3 năm trước,N/A
3019,Phát Thành Công Trần,5 sao,3 năm trước,N/A
3020,Phước Lộc,5 sao,3 năm trước,N/A
3021,Viện Đỗ Đăng,4 sao,3 năm trước,N/A
3022,Khiem Thinh Duy,4 sao,3 năm trước,N/A
3023,Vinh Sa Tran,3 sao,3 năm trước,N/A
3024,Chuan Ngo,5 sao,2 năm trước,N/A
3025,Phuong Thao Luu,4 sao,3 năm trước,N/A
3026,Đinh Quỳnh Trúc Mai,1 sao,2 năm trước,N/A
3027,PHÚC HƯNG LÊ,5 sao,3 năm trước,Tốt
3028,hien do,5 sao,2 năm trước,Tốt!
3029,Thành Lê,5 sao,2 năm trước,N/A
3030,Nhien Doan,1 sao,3 năm trước,N/A
3031,tomato oops,5 sao,2 năm trước,N/A
3032,Kiet Vo,5 sao,2 năm trước,N/A
3033,MinhHiếu Phan,5 sao,3 năm trước,N/A
3034,Anh Tuan,5 sao,2 năm trước,N/A
3035,Anh Vu,3 sao,3 năm trước,N/A
3036,Thien Tong,4 sao,3 năm trước,N/A
3037,Quang Anh Le,5 sao,2 năm trước,N/A
3038,chuan ngothanh,5 sao,2 năm trước,N/A
3039,Quỳnh Trương Thị Xuân,1 sao,3 tuần trước,Nhà vệ sinh có mà kêu qua siêu thị coopmat không cho đi tại quán. Là nhu cầu thiết yếu mà lại bắt khách hàng đi. Trong khi đó Nhân viên thái độ với khách hàng.
3040,Thiên Thảo,1 sao,2 tháng trước,"Ngày 27/6 mình đến dùng nước tại chi nhánh này, vì lên cơn sốt đột ngột mà mình cần dùng thuốc hạ sốt, mình đến quầy pha chế xin nhân viên 1 xíu nước lọc để pha thuốc mà nhân viên pha chế rất thái độ, không cho khách hàng nước lọc ????? Bắt …"
3041,Huỳnh Ngọc Quỳnh Nhi,5 sao,4 tháng trước,"Không gian hơi nhỏ một chút, chỗ ngồi cũng ít
Còn lại (dịch vụ, không gian) đều khá ok"
3042,Yamu SN,2 sao,một tháng trước,"Cà phê vẫn vậy, nhưng ko có chỗ ngồi. Mặt tiền chụp hình nhìn to vậy nhưng bên trong  chỉ sâu 2-3m. Mua đem đi hoặc ra hè mà ngồi."
3043,Le Dan Gian,3 sao,4 tháng trước,"- Vị trí khá hợp lý gần siêu thị, bệnh viện nên lưu lượng khách rất đông.
- Có không gian bên trong ( có máy lạnh) và bên ngoài ( sân vườn). Tuy nhiên không gian bên trong rất hẹp và ít bàn so với lưu lượng khách. Không gian bên ngoài …"
3044,Minh Nguyen,5 sao,4 tháng trước,"Quán có khu vực ngoài trời và phòng máy lạnh rộng, ghế ngồi thoải mái, không gian thoáng đãng. Nhân viên order vui vẻ, bảo vệ nhiệt tình trong việc hỗ trợ giữ xe và lấy xe cho khách. Sẽ ghé thường xuyên."
3045,Amy Yu,1 sao,6 tháng trước,"Khách lỡ làm đổ ly trà đào mà không nhân viên hỗ trợ mà còn đứng chụp hình ? Chụp hình xong đi vào trong cứ nghĩ sẽ lấy đồ ra lau và hỗ trợ nhưng KHÔNG, VÀ LÀM LƠ KHÁCH BỊ ƯỚT ĐỨNG ĐÓ. Thái độ phục vụ tệ hại. KHÔNG BAO GIỜ QUAY LẠI.
- Đến quán vào lúc 15h15 6/2 và đang ngồi viết review vào lúc 15h36 vì quá bức xúc."
3046,Trần Lý Minh Thùy,2 sao,5 tháng trước,Bạn mình nói Highlands đang có khuyến mãi mua 1 tặng 1. Mình lại mua 2ly nhưng tính cả 2. Mình có hỏi nhân viên là còn chương trình khuyến mãi đó kh. Thì chị nhân viên bảo phải có mã giảm giá gì đó. Nên mình nghĩ bạn mình nhầm. Về nhà lên fanpage mới biết chỉ cần chụp màn hình là đc tặng 1ly. Nhưng chị đó không nói gì. Haizzzz
3047,NHoa Hoàng,5 sao,một tháng trước,"View đẹp kế siêu thị, món cà phê sữa hạnh nhân là best rồi ạ"
3048,Hoàng Minh Cù,2 sao,7 tháng trước,Chất lượng đồ ăn và nước uống mình thấy highland nào cũng tốt như nhau. Chủ yếu do cách phục vụ của nhân viên và bảo vệ quyết định. Hôm nay tụi mình đi highland lý thường kiệt vô tình bị mất thẻ xe ra thì bị bảo vệ chửi (chửi rất nặng). …
3049,Click Studio,4 sao,3 tuần trước,Phục vụ chu đáo. Tiếc là không có WC.
3050,Ruby Land,5 sao,6 tháng trước,Nước ngon. Dịch vụ ổn
3051,Đông Nguyễn Văn,4 sao,2 tháng trước,"không gian đẹp, xe ra vào thuận tiện"
3052,Vang Pham Huu,2 sao,3 tháng trước,"Phục vụ hơi chậm, nhân viên không thân thiện lắm"
3053,NGUYỄN PHƯƠNG DOANH,4 sao,5 tháng trước,Nhà Vệ sinh chung với siêu thị
3054,Tuong Huynh,5 sao,một tháng trước,Không ngon
3055,Phương Vũ,4 sao,4 tháng trước,Không gian hơi chật
3056,Lê Quang Long 91 “Điều trị động kinh”,4 sao,6 tháng trước,Tạm
3057,鎰強杜,3 sao,5 tháng trước,"Sản phẩm cà phê net của Highlands rất tệ, các …"
3058,Anh Phạm Trung,4 sao,5 tháng trước,Đư …
3059,Hoài Trịnh,1 sao,5 tháng trước,N/A
3060,Độc Bộ (Sói 3 đầu),5 sao,6 tháng trước,N/A
3061,Đông Hòa,5 sao,7 tháng trước,N/A
3062,kris DL,4 sao,9 tháng trước,N/A
3063,KIẾN VĂN QUAN,5 sao,một tháng trước,N/A
3064,hieu tat,2 sao,7 tháng trước,N/A
3065,Thong Nguyen Huu,5 sao,2 tháng trước,N/A
3066,Ngô Minh Phụng,5 sao,5 tháng trước,N/A
3067,PKDK Viet Healthcare,5 sao,5 tháng trước,N/A
3068,Úc Nhỏ,5 sao,một tuần trước,N/A
3069,Ý Doãn Nguyễn Thiên,5 sao,một tuần trước,N/A
3070,Châu Tuấn Lâm,4 sao,một tháng trước,N/A
3071,Ho Hoang,5 sao,2 tháng trước,N/A
3072,Tran Vinh Tu (陳永賜),5 sao,một tháng trước,N/A
3073,Nga Chu,5 sao,2 tuần trước,"Trà sen vàng có lớp kem rất ngon, có thể đổi sen vàng thành củ năng.
Giá cả phải chăng, chỗ ngồi rộng rãi và luôn có chỗ."
3074,Local Anh,1 sao,một tháng trước,"Mọi thứ đều ổn trừ bạn quản lý áo đen tên Kim Phú, thái độ không tốt với khách hàng từ cửa ra vào. Cụ thể là bạn ấy nhắc mình đậu xe ở phía sau, mình dặn là sau này nhớ dán cái bảng trước ""cửa"" để dể quan sát, bạn ấy nói có dán ngoài ""cổng"" …"
3075,Chi Nguyễn,5 sao,một tháng trước,Không gian ở chi nhánh này chỉ có 1 tầng nhưng rất rộng luôn. Các ghế ngồi cũng to nên khá thoải mái để trò chuyện. Làm việc. …
3076,Vlog Trường,4 sao,10 tháng trước,"Quán có không gian rộng rãi và thoáng mát
Có chỗ để chúng ta làm việc hoặc hội họp bạn bè
Nhân viên phục vụ nhiệt tình tuy nhiên nếu đi xe oto phải gửi xe ở cây Xăng cách …"
3077,Thanh Long Tran,5 sao,5 tháng trước,"Nếu hôm nay mệt  quá
Hãy thư giãn với đời
Pha cho mình một tách …"
3078,My Cuc Truong,5 sao,7 tháng trước,"Nằm mặt tiền còn đường Cách Mạng Tháng Tám luôn tấp nập xe cộ đi lại, quán thu hút khá đông khách hàng với không gian bên trong rộng rãi, thoáng mát, trang trí đẹp, không ồn ào mà thoang thoảng tiếng nhạc du dương.Nếu là người không sợ …"
3079,Tuan Nguyen,3 sao,2 tháng trước,"Không gian quán rộng rãi, nhân viên dễ thương, tuy nhiên, ông bảo vệ đầu trọc ca sáng tỏ vẻ là khó chịu, hằn học, bực khi khách yêu cầu không được viết phấn lên mặt đồng hồ xe máy."
3080,Nhân Trương,5 sao,4 tháng trước,"Có bãi giữ xe đằng sau cửa hàng, ra vào khá là tiện"
3081,kim phượng nguyễn thị,5 sao,11 tháng trước,"Đa số mình hay dùng tại chi nhánh này do gần nhà và thích làm việc bên ngoài.
Nhân viên khá thân thiện, chỉ có điểm trừ nhỏ là toilet nên take care kĩ.
Mặt bằng chung giá nước ổn và có chỗ ngồi làm việc thoáng đãng .
Gửi xe hơi bất tiện do bãi xe hơi nhỏ, bảo vệ ở đây khá nhiệt tình và niềm nở."
3082,Thùy Vân Nguyễn Bảo,5 sao,3 năm trước,"Không gian ổn, rộng rãi không quá sát có thể ngồi nói chuyện mà không sợ làm ồn bàn cạnh bên. Phục vụ tốt. Nước same same như các quán Highland khác, mình đi vào ngày quán có promotion nên mua bánh với giá khá rẻ. Nói chung mọi thứ đều ổn, không có gì phàn nàn."
3083,Phuong Trinh,5 sao,8 tháng trước,"Vừa tránh nắng , nghỉ ngơi , vừa thưởng thức cafe và những chiếc bánh rất ngon. ."
3084,salem,2 sao,một tuần trước,"bạn nữ pha chế phục vụ chậm , thái độ không vui vẻ lắm, không nhiệt tình"
3085,Vsoft Group Công Ty Phần Mềm (Vsoft Group),5 sao,4 năm trước,"Chỉ đơn giản là 1 thói quen tuần nào cũng đi 3-4 lần
Cafe ngon ngay công viên Lê thị riêng thấy Highland luôn đổi mới mình để phù hợp với xu hướng. Chi nhánh CMT8 này mới mở gần đây, với nhận diện thương hiệu hoàn …"
3086,Phan Vũ Nhật,3 sao,4 tháng trước,"Địa điểm bị thụt lùi vào trong so với mặt tiền đường, bên trong thì rộng rãi, thoáng mát. Cà phê tạm ổn, highland ngày xưa cách đây 3,4 năm thì uống ngon, giờ mình thấy chất lượng hơi đi xuống rồi"
3087,Cao Son,5 sao,4 năm trước,"Cảm nhận lần đầu đến đây:
1. Không gian thoải mái
2. Rất đong mà cũng tuỳ lúc thôi …"
